what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.datatools.enablement.ibm.db2.zseries.ui,1.0.1.v201108130630,"org.eclipse.datatools.enablement.ibm.db2.zseries.ui",1377140316489
started,bundle,org.eclipse.datatools.enablement.ibm.informix.ui,1.0.2.v201108130630,"org.eclipse.datatools.enablement.ibm.informix.ui",1377140316539
started,bundle,org.eclipse.datatools.enablement.msft.sqlserver.ui,1.0.2.v201201131118,"org.eclipse.datatools.enablement.msft.sqlserver.ui",1377140316549
started,bundle,org.eclipse.datatools.enablement.oracle.ui,1.0.3.v201201131121,"org.eclipse.datatools.enablement.oracle.ui",1377140316559
started,bundle,org.eclipse.datatools.enablement.postgresql.ui,1.0.0.v201107221506,"org.eclipse.datatools.enablement.postgresql.ui",1377140316559
started,bundle,org.eclipse.datatools.enablement.sap.maxdb.ui,1.0.0.v201107221507,"org.eclipse.datatools.enablement.sap.maxdb.ui",1377140316559
started,bundle,org.eclipse.datatools.enablement.sqlite.ui,1.0.0.v201107221507,"org.eclipse.datatools.enablement.sqlite.ui",1377140316569
started,bundle,org.eclipse.datatools.enablement.sybase.asa.ui,1.0.1.v200906111204,"org.eclipse.datatools.enablement.sybase.asa.ui",1377140316569
started,bundle,org.eclipse.datatools.enablement.sybase.ase.ui,1.0.1.v200906020900,"org.eclipse.datatools.enablement.sybase.ase.ui",1377140316579
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1377140453940
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1377140457241
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1377140460942
started,bundle,org.eclipse.datatools.enablement.ibm.db2.iseries,1.0.2.v201107221502,"org.eclipse.datatools.enablement.ibm.db2.iseries",1377140600911
started,bundle,org.eclipse.datatools.enablement.ibm.db2.luw,1.0.2.v201107221502,"org.eclipse.datatools.enablement.ibm.db2.luw",1377140600961
started,bundle,org.eclipse.datatools.enablement.ibm.db2.zseries,1.0.2.v201107221502,"org.eclipse.datatools.enablement.ibm.db2.zseries",1377140601001
started,bundle,org.eclipse.datatools.sqltools.editor.core,1.0.1.v201201131129,"org.eclipse.datatools.sqltools.editor.core",1377140601431
started,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1377140601521
started,bundle,org.eclipse.datatools.sqltools.db.generic,1.0.0.v201107221520,"org.eclipse.datatools.sqltools.db.generic",1377140601551
started,bundle,org.eclipse.datatools.sqltools.db.derby,1.0.0.v201107221520,"org.eclipse.datatools.sqltools.db.derby",1377140601641
started,bundle,org.eclipse.datatools.enablement.sybase.asa.models,1.0.0.v201107221507,"org.eclipse.datatools.enablement.sybase.asa.models",1377140601691
started,bundle,org.eclipse.datatools.enablement.sybase.models,1.0.0.v201010140307,"org.eclipse.datatools.enablement.sybase.models",1377140601841
started,bundle,org.eclipse.datatools.modelbase.dbdefinition,1.0.2.v201107221519,"org.eclipse.datatools.modelbase.dbdefinition",1377140601971
started,bundle,org.eclipse.datatools.enablement.sybase.ase.models,1.0.1.v201010140307,"org.eclipse.datatools.enablement.sybase.ase.models",1377140602141
started,bundle,org.eclipse.datatools.enablement.sap.maxdb,1.0.0.v201107221507,"org.eclipse.datatools.enablement.sap.maxdb",1377140614433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140806112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140818403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140833505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140840007
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140866101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140879387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140906542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140911053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140922525
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1377140922585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140922905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140923555
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1377140924357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140926337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140928698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140929168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140936078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140936098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140938079
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1377140938309
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377140941409
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1377140942419
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377140942549
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1377140942549
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377140946799
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377140946799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140948309
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140979725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140984176
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140986047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140986167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377140986277
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1377140986277
error,log,,,"Failed to load properties file for project 'PetCityJPA'",1377140989077
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1377140989417
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1377140989587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377140997328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377141019292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377141021502
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377141021812
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1377141023410
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1377141023460
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1377141023520
activated,perspective,org.eclipse.jpt.jpa.ui,,"org.eclipse.jpt.ui.jpaPerspective",1377570175626
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1377570175628
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1377570175732
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1377570175771
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1377570175773
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1377570175774
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1377570175837
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1377570176009
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1377570176064
